entity_id,state,last_changed
sensor.synthetic_power,1367.7523070029313,2024-01-03 21:00:00
sensor.synthetic_power,1368.2399423137806,2024-01-03 22:00:00
sensor.synthetic_power,1460.8371964000212,2024-01-03 23:00:00
sensor.synthetic_power,1533.8066610797114,2024-01-04 00:00:00
sensor.synthetic_power,1563.5808461573993,2024-01-04 01:00:00
sensor.synthetic_power,1540.2404607367523,2024-01-04 02:00:00
sensor.synthetic_power,1684.6791532638717,2024-01-04 03:00:00
sensor.synthetic_power,1576.2286583794732,2024-01-04 04:00:00
sensor.synthetic_power,1776.2911698164446,2024-01-04 05:00:00
sensor.synthetic_power,1738.660077052395,2024-01-04 06:00:00
sensor.synthetic_power,1683.6643800205097,2024-01-04 07:00:00
sensor.synthetic_power,1646.5866208313416,2024-01-04 08:00:00
sensor.synthetic_power,1658.503551793775,2024-01-04 09:00:00
sensor.synthetic_power,1617.1030293462416,2024-01-04 10:00:00
sensor.synthetic_power,1573.9058685355137,2024-01-04 11:00:00
sensor.synthetic_power,1579.277806280333,2024-01-04 12:00:00
sensor.synthetic_power,1473.1569587184138,2024-01-04 13:00:00
sensor.synthetic_power,1423.9205042073097,2024-01-04 14:00:00
sensor.synthetic_power,1344.184112299276,2024-01-04 15:00:00
sensor.synthetic_power,1258.4710982490221,2024-01-04 16:00:00
sensor.synthetic_power,1326.3135787774743,2024-01-04 17:00:00
sensor.synthetic_power,1341.8803030927559,2024-01-04 18:00:00
sensor.synthetic_power,1223.3324137781885,2024-01-04 19:00:00
sensor.synthetic_power,1346.7664294538927,2024-01-04 20:00:00
sensor.synthetic_power,1305.7142748996705,2024-01-04 21:00:00
sensor.synthetic_power,1474.0005667696773,2024-01-04 22:00:00
sensor.synthetic_power,1488.0625550005882,2024-01-04 23:00:00
sensor.synthetic_power,1413.5883880947251,2024-01-05 00:00:00
sensor.synthetic_power,1552.3699702470574,2024-01-05 01:00:00
sensor.synthetic_power,1573.707161278713,2024-01-05 02:00:00
sensor.synthetic_power,1655.5039340080143,2024-01-05 03:00:00
sensor.synthetic_power,1676.879921006599,2024-01-05 04:00:00
sensor.synthetic_power,1773.3527291432931,2024-01-05 05:00:00
sensor.synthetic_power,1738.5314283254131,2024-01-05 06:00:00
sensor.synthetic_power,1721.063295079304,2024-01-05 07:00:00
sensor.synthetic_power,1653.4958751660583,2024-01-05 08:00:00
sensor.synthetic_power,1681.3964551280096,2024-01-05 09:00:00
sensor.synthetic_power,1666.6677035637258,2024-01-05 10:00:00
sensor.synthetic_power,1542.2601092006973,2024-01-05 11:00:00
sensor.synthetic_power,1503.2307608836609,2024-01-05 12:00:00
sensor.synthetic_power,1357.6703319607664,2024-01-05 13:00:00
sensor.synthetic_power,1380.7795394862462,2024-01-05 14:00:00
sensor.synthetic_power,1420.513244570424,2024-01-05 15:00:00
sensor.synthetic_power,1272.0022947552602,2024-01-05 16:00:00
sensor.synthetic_power,1347.507889975744,2024-01-05 17:00:00
sensor.synthetic_power,1285.579307359929,2024-01-05 18:00:00
sensor.synthetic_power,1434.0340567590201,2024-01-05 19:00:00
sensor.synthetic_power,1268.7871799544555,2024-01-05 20:00:00
sensor.synthetic_power,1300.9883029846987,2024-01-05 21:00:00
sensor.synthetic_power,1382.5655288752641,2024-01-05 22:00:00
sensor.synthetic_power,1439.9261906873714,2024-01-05 23:00:00
sensor.synthetic_power,1578.274918382032,2024-01-06 00:00:00
sensor.synthetic_power,1527.5852399960231,2024-01-06 01:00:00
sensor.synthetic_power,1596.8327317161593,2024-01-06 02:00:00
sensor.synthetic_power,1623.0008437751856,2024-01-06 03:00:00
sensor.synthetic_power,1731.6682651981878,2024-01-06 04:00:00
sensor.synthetic_power,1683.9623204548734,2024-01-06 05:00:00
sensor.synthetic_power,1650.5774381244266,2024-01-06 06:00:00
sensor.synthetic_power,1670.9261676348679,2024-01-06 07:00:00
sensor.synthetic_power,1683.485314468106,2024-01-06 08:00:00
sensor.synthetic_power,1642.1311561332764,2024-01-06 09:00:00
sensor.synthetic_power,1580.1316832911684,2024-01-06 10:00:00
sensor.synthetic_power,1589.9640073261874,2024-01-06 11:00:00
sensor.synthetic_power,1501.2852006408914,2024-01-06 12:00:00
sensor.synthetic_power,1425.1276194285726,2024-01-06 13:00:00
sensor.synthetic_power,1330.2468100487374,2024-01-06 14:00:00
sensor.synthetic_power,1361.9775987735143,2024-01-06 15:00:00
sensor.synthetic_power,1228.9737700022072,2024-01-06 16:00:00
sensor.synthetic_power,1334.316545640394,2024-01-06 17:00:00
sensor.synthetic_power,1311.5204192218675,2024-01-06 18:00:00
sensor.synthetic_power,1327.7887998109954,2024-01-06 19:00:00
sensor.synthetic_power,1307.9408030347388,2024-01-06 20:00:00
sensor.synthetic_power,1343.7902093849495,2024-01-06 21:00:00
sensor.synthetic_power,1452.9387158746056,2024-01-06 22:00:00
sensor.synthetic_power,1420.7818121994487,2024-01-06 23:00:00
sensor.synthetic_power,1481.8318723011048,2024-01-07 00:00:00
sensor.synthetic_power,1515.1567192409298,2024-01-07 01:00:00
sensor.synthetic_power,1666.0227208134456,2024-01-07 02:00:00
sensor.synthetic_power,1628.50429137105,2024-01-07 03:00:00
sensor.synthetic_power,1697.2532843027273,2024-01-07 04:00:00
sensor.synthetic_power,1680.1299616715398,2024-01-07 05:00:00
sensor.synthetic_power,1709.8118407469037,2024-01-07 06:00:00
sensor.synthetic_power,1650.5809114535764,2024-01-07 07:00:00
sensor.synthetic_power,1602.003792164752,2024-01-07 08:00:00
sensor.synthetic_power,1637.51995164001,2024-01-07 09:00:00
sensor.synthetic_power,1558.6831318059167,2024-01-07 10:00:00
sensor.synthetic_power,1539.5100426802983,2024-01-07 11:00:00
sensor.synthetic_power,1608.769299604702,2024-01-07 12:00:00
sensor.synthetic_power,1520.416082445173,2024-01-07 13:00:00
sensor.synthetic_power,1405.8107871985612,2024-01-07 14:00:00
sensor.synthetic_power,1364.616910176337,2024-01-07 15:00:00
sensor.synthetic_power,1251.7188479642605,2024-01-07 16:00:00
sensor.synthetic_power,1329.7258875772147,2024-01-07 17:00:00
sensor.synthetic_power,1305.8088988878346,2024-01-07 18:00:00
sensor.synthetic_power,1247.2422845587535,2024-01-07 19:00:00
sensor.synthetic_power,1359.9852321804603,2024-01-07 20:00:00
sensor.synthetic_power,1330.956611501006,2024-01-07 21:00:00
sensor.synthetic_power,1484.5811607266555,2024-01-07 22:00:00
sensor.synthetic_power,1366.902212138752,2024-01-07 23:00:00
sensor.synthetic_power,1395.4558730465646,2024-01-08 00:00:00
sensor.synthetic_power,1552.5507062590984,2024-01-08 01:00:00
sensor.synthetic_power,1523.1111459510028,2024-01-08 02:00:00
sensor.synthetic_power,1693.5858679300247,2024-01-08 03:00:00
sensor.synthetic_power,1675.5773188581709,2024-01-08 04:00:00
sensor.synthetic_power,1734.0465174929927,2024-01-08 05:00:00
sensor.synthetic_power,1672.7602332947818,2024-01-08 06:00:00
sensor.synthetic_power,1733.2259081333423,2024-01-08 07:00:00
sensor.synthetic_power,1659.0304008803116,2024-01-08 08:00:00
sensor.synthetic_power,1599.3837757979036,2024-01-08 09:00:00
sensor.synthetic_power,1644.8269196636593,2024-01-08 10:00:00
sensor.synthetic_power,1555.7296548363263,2024-01-08 11:00:00
sensor.synthetic_power,1446.3804159015592,2024-01-08 12:00:00
sensor.synthetic_power,1515.9970943179426,2024-01-08 13:00:00
sensor.synthetic_power,1357.7074719269708,2024-01-08 14:00:00
sensor.synthetic_power,1370.8224272285586,2024-01-08 15:00:00
sensor.synthetic_power,1393.1687378850406,2024-01-08 16:00:00
sensor.synthetic_power,1298.2119775196102,2024-01-08 17:00:00
sensor.synthetic_power,1283.4682948049851,2024-01-08 18:00:00
sensor.synthetic_power,1352.489820452902,2024-01-08 19:00:00
sensor.synthetic_power,1382.9238739833283,2024-01-08 20:00:00
sensor.synthetic_power,1353.615737180782,2024-01-08 21:00:00
sensor.synthetic_power,1470.9721445134514,2024-01-08 22:00:00
sensor.synthetic_power,1476.4676843556647,2024-01-08 23:00:00
sensor.synthetic_power,1476.8421760523952,2024-01-09 00:00:00
sensor.synthetic_power,1549.0625471896278,2024-01-09 01:00:00
sensor.synthetic_power,1609.8490446962887,2024-01-09 02:00:00
sensor.synthetic_power,1631.9229508923465,2024-01-09 03:00:00
sensor.synthetic_power,1668.8042144083342,2024-01-09 04:00:00
sensor.synthetic_power,1834.3320954073436,2024-01-09 05:00:00
sensor.synthetic_power,1713.466178228938,2024-01-09 06:00:00
sensor.synthetic_power,1736.4772371452516,2024-01-09 07:00:00
sensor.synthetic_power,1636.9627364242208,2024-01-09 08:00:00
sensor.synthetic_power,1694.4777512597004,2024-01-09 09:00:00
sensor.synthetic_power,1609.4630395683498,2024-01-09 10:00:00
sensor.synthetic_power,1510.8568183521545,2024-01-09 11:00:00
sensor.synthetic_power,1448.6988956516993,2024-01-09 12:00:00
sensor.synthetic_power,1399.5236469667134,2024-01-09 13:00:00
sensor.synthetic_power,1425.772729685932,2024-01-09 14:00:00
sensor.synthetic_power,1276.8212097848586,2024-01-09 15:00:00
sensor.synthetic_power,1388.432120672347,2024-01-09 16:00:00
sensor.synthetic_power,1305.2763142888818,2024-01-09 17:00:00
sensor.synthetic_power,1421.3410693238059,2024-01-09 18:00:00
sensor.synthetic_power,1300.233948399864,2024-01-09 19:00:00
sensor.synthetic_power,1387.9735658886227,2024-01-09 20:00:00
sensor.synthetic_power,1361.2557314733838,2024-01-09 21:00:00
sensor.synthetic_power,1383.2270641839525,2024-01-09 22:00:00
sensor.synthetic_power,1415.4510346759894,2024-01-09 23:00:00
sensor.synthetic_power,1510.2351877580525,2024-01-10 00:00:00
sensor.synthetic_power,1601.795214464451,2024-01-10 01:00:00
sensor.synthetic_power,1555.3947977527857,2024-01-10 02:00:00
sensor.synthetic_power,1631.4159372615695,2024-01-10 03:00:00
sensor.synthetic_power,1704.025529014701,2024-01-10 04:00:00
sensor.synthetic_power,1778.8369263338045,2024-01-10 05:00:00
sensor.synthetic_power,1652.762567686514,2024-01-10 06:00:00
sensor.synthetic_power,1791.0593332324333,2024-01-10 07:00:00
sensor.synthetic_power,1681.843816467728,2024-01-10 08:00:00
sensor.synthetic_power,1645.4790795554209,2024-01-10 09:00:00
sensor.synthetic_power,1626.986381652517,2024-01-10 10:00:00
sensor.synthetic_power,1481.7618393182838,2024-01-10 11:00:00
sensor.synthetic_power,1481.2333823455926,2024-01-10 12:00:00
sensor.synthetic_power,1429.7569052762976,2024-01-10 13:00:00
sensor.synthetic_power,1317.1438599844928,2024-01-10 14:00:00
sensor.synthetic_power,1335.4626121740628,2024-01-10 15:00:00
sensor.synthetic_power,1327.0417510737598,2024-01-10 16:00:00
sensor.synthetic_power,1320.8180816073054,2024-01-10 17:00:00
sensor.synthetic_power,1318.7302892040282,2024-01-10 18:00:00
sensor.synthetic_power,1288.2635772760696,2024-01-10 19:00:00
sensor.synthetic_power,1281.2047307666774,2024-01-10 20:00:00
sensor.synthetic_power,1392.8142782046364,2024-01-10 21:00:00
sensor.synthetic_power,1393.2014108573003,2024-01-10 22:00:00
sensor.synthetic_power,1563.8227258611,2024-01-10 23:00:00
sensor.synthetic_power,1555.2155276833737,2024-01-11 00:00:00
sensor.synthetic_power,1560.774585406648,2024-01-11 01:00:00
sensor.synthetic_power,1603.3056175174322,2024-01-11 02:00:00
sensor.synthetic_power,1708.3532626225858,2024-01-11 03:00:00
sensor.synthetic_power,1640.4008540066955,2024-01-11 04:00:00
sensor.synthetic_power,1698.081672341806,2024-01-11 05:00:00
sensor.synthetic_power,1625.1018890242337,2024-01-11 06:00:00
sensor.synthetic_power,1640.0590188996396,2024-01-11 07:00:00
sensor.synthetic_power,1680.6340146443458,2024-01-11 08:00:00
sensor.synthetic_power,1660.800084788742,2024-01-11 09:00:00
sensor.synthetic_power,1559.3198296792837,2024-01-11 10:00:00
sensor.synthetic_power,1566.1779521522367,2024-01-11 11:00:00
sensor.synthetic_power,1477.21046957734,2024-01-11 12:00:00
sensor.synthetic_power,1375.2146796916147,2024-01-11 13:00:00
sensor.synthetic_power,1389.5798868442341,2024-01-11 14:00:00
sensor.synthetic_power,1333.0120453852596,2024-01-11 15:00:00
sensor.synthetic_power,1394.9026708934298,2024-01-11 16:00:00
sensor.synthetic_power,1346.5305571919073,2024-01-11 17:00:00
sensor.synthetic_power,1197.6861999436858,2024-01-11 18:00:00
sensor.synthetic_power,1339.6626230578295,2024-01-11 19:00:00
sensor.synthetic_power,1306.1026492205053,2024-01-11 20:00:00
sensor.synthetic_power,1264.201149757284,2024-01-11 21:00:00
sensor.synthetic_power,1438.988887872136,2024-01-11 22:00:00
sensor.synthetic_power,1482.1508851741048,2024-01-11 23:00:00
sensor.synthetic_power,1387.4523301031709,2024-01-12 00:00:00
sensor.synthetic_power,1505.773606590428,2024-01-12 01:00:00
sensor.synthetic_power,1641.8741593659245,2024-01-12 02:00:00
sensor.synthetic_power,1724.949057171214,2024-01-12 03:00:00
sensor.synthetic_power,1676.9174575755912,2024-01-12 04:00:00
sensor.synthetic_power,1664.144063400157,2024-01-12 05:00:00
sensor.synthetic_power,1694.9303623307765,2024-01-12 06:00:00
sensor.synthetic_power,1717.6444109140914,2024-01-12 07:00:00
sensor.synthetic_power,1653.6169387547786,2024-01-12 08:00:00
sensor.synthetic_power,1702.72159378952,2024-01-12 09:00:00
sensor.synthetic_power,1645.550072185589,2024-01-12 10:00:00
sensor.synthetic_power,1614.3079621364454,2024-01-12 11:00:00
sensor.synthetic_power,1510.8557659855012,2024-01-12 12:00:00
sensor.synthetic_power,1467.6914726145847,2024-01-12 13:00:00
sensor.synthetic_power,1417.6905525941816,2024-01-12 14:00:00
sensor.synthetic_power,1395.8784203944188,2024-01-12 15:00:00
sensor.synthetic_power,1341.2272478947218,2024-01-12 16:00:00
sensor.synthetic_power,1273.2850383913712,2024-01-12 17:00:00
sensor.synthetic_power,1276.23741879195,2024-01-12 18:00:00
sensor.synthetic_power,1303.0050138046465,2024-01-12 19:00:00
sensor.synthetic_power,1369.7667326098963,2024-01-12 20:00:00
sensor.synthetic_power,1337.8348880724132,2024-01-12 21:00:00
sensor.synthetic_power,1422.876472472183,2024-01-12 22:00:00
sensor.synthetic_power,1443.250030519456,2024-01-12 23:00:00
sensor.synthetic_power,1406.182229343237,2024-01-13 00:00:00
sensor.synthetic_power,1520.0633578921002,2024-01-13 01:00:00
sensor.synthetic_power,1512.5221301451618,2024-01-13 02:00:00
sensor.synthetic_power,1715.4230673407978,2024-01-13 03:00:00
sensor.synthetic_power,1755.3125922350036,2024-01-13 04:00:00
sensor.synthetic_power,1709.7778357438488,2024-01-13 05:00:00
sensor.synthetic_power,1661.487997377382,2024-01-13 06:00:00
sensor.synthetic_power,1653.772039145582,2024-01-13 07:00:00
sensor.synthetic_power,1699.732125261714,2024-01-13 08:00:00
sensor.synthetic_power,1610.0136561916338,2024-01-13 09:00:00
sensor.synthetic_power,1620.5490228785718,2024-01-13 10:00:00
sensor.synthetic_power,1526.530367571041,2024-01-13 11:00:00
sensor.synthetic_power,1525.6108242361734,2024-01-13 12:00:00
sensor.synthetic_power,1452.2064662503224,2024-01-13 13:00:00
sensor.synthetic_power,1417.7201196401188,2024-01-13 14:00:00
sensor.synthetic_power,1420.771466865413,2024-01-13 15:00:00
sensor.synthetic_power,1376.51341135241,2024-01-13 16:00:00
sensor.synthetic_power,1323.4842374451669,2024-01-13 17:00:00
sensor.synthetic_power,1306.2364317753097,2024-01-13 18:00:00
sensor.synthetic_power,1327.219306930182,2024-01-13 19:00:00
sensor.synthetic_power,1351.528544684367,2024-01-13 20:00:00
sensor.synthetic_power,1320.255248105756,2024-01-13 21:00:00
sensor.synthetic_power,1427.209356160483,2024-01-13 22:00:00
sensor.synthetic_power,1531.1792576691114,2024-01-13 23:00:00
sensor.synthetic_power,1551.1125405657788,2024-01-14 00:00:00
sensor.synthetic_power,1457.5971245792157,2024-01-14 01:00:00
sensor.synthetic_power,1480.9584554335095,2024-01-14 02:00:00
sensor.synthetic_power,1671.8909254280452,2024-01-14 03:00:00
sensor.synthetic_power,1594.1247617938589,2024-01-14 04:00:00
sensor.synthetic_power,1664.479817751372,2024-01-14 05:00:00
sensor.synthetic_power,1692.1539712956032,2024-01-14 06:00:00
sensor.synthetic_power,1662.0622467229189,2024-01-14 07:00:00
sensor.synthetic_power,1729.145160511031,2024-01-14 08:00:00
sensor.synthetic_power,1633.5474856398462,2024-01-14 09:00:00
sensor.synthetic_power,1548.8836407791548,2024-01-14 10:00:00
sensor.synthetic_power,1568.6718024201996,2024-01-14 11:00:00
sensor.synthetic_power,1479.1231099413606,2024-01-14 12:00:00
sensor.synthetic_power,1369.0482389992135,2024-01-14 13:00:00
sensor.synthetic_power,1355.938808292326,2024-01-14 14:00:00
sensor.synthetic_power,1307.757795303435,2024-01-14 15:00:00
sensor.synthetic_power,1418.684725829684,2024-01-14 16:00:00
sensor.synthetic_power,1350.0195566159625,2024-01-14 17:00:00
sensor.synthetic_power,1324.7542847842187,2024-01-14 18:00:00
sensor.synthetic_power,1271.111564735562,2024-01-14 19:00:00
sensor.synthetic_power,1430.892913402359,2024-01-14 20:00:00
sensor.synthetic_power,1293.468373389367,2024-01-14 21:00:00
sensor.synthetic_power,1359.5276376893296,2024-01-14 22:00:00
sensor.synthetic_power,1394.7909343988924,2024-01-14 23:00:00
sensor.synthetic_power,1572.4872195362325,2024-01-15 00:00:00
sensor.synthetic_power,1595.4402260780646,2024-01-15 01:00:00
sensor.synthetic_power,1696.9983166101147,2024-01-15 02:00:00
sensor.synthetic_power,1666.3445404556128,2024-01-15 03:00:00
sensor.synthetic_power,1684.3489216876899,2024-01-15 04:00:00
sensor.synthetic_power,1691.7334609372629,2024-01-15 05:00:00
sensor.synthetic_power,1717.2336332129626,2024-01-15 06:00:00
sensor.synthetic_power,1711.3582088034873,2024-01-15 07:00:00
sensor.synthetic_power,1696.0415004937256,2024-01-15 08:00:00
sensor.synthetic_power,1631.9789787709406,2024-01-15 09:00:00
sensor.synthetic_power,1638.4952446585792,2024-01-15 10:00:00
sensor.synthetic_power,1599.7953718896497,2024-01-15 11:00:00
sensor.synthetic_power,1546.5354518124514,2024-01-15 12:00:00
sensor.synthetic_power,1447.2277750829596,2024-01-15 13:00:00
sensor.synthetic_power,1419.4061410882964,2024-01-15 14:00:00
sensor.synthetic_power,1437.5121379275533,2024-01-15 15:00:00
sensor.synthetic_power,1397.2383816042095,2024-01-15 16:00:00
sensor.synthetic_power,1264.2387780149816,2024-01-15 17:00:00
sensor.synthetic_power,1293.5902764745006,2024-01-15 18:00:00
sensor.synthetic_power,1395.3882406462521,2024-01-15 19:00:00
sensor.synthetic_power,1265.3989107119482,2024-01-15 20:00:00
sensor.synthetic_power,1357.3220453171932,2024-01-15 21:00:00
sensor.synthetic_power,1461.5052245303148,2024-01-15 22:00:00
sensor.synthetic_power,1446.4880803278731,2024-01-15 23:00:00
sensor.synthetic_power,1501.5761787765314,2024-01-16 00:00:00
sensor.synthetic_power,1529.0826808862084,2024-01-16 01:00:00
sensor.synthetic_power,1549.7114570471613,2024-01-16 02:00:00
sensor.synthetic_power,1681.615716244304,2024-01-16 03:00:00
sensor.synthetic_power,1580.1775981614305,2024-01-16 04:00:00
sensor.synthetic_power,1710.1833767946785,2024-01-16 05:00:00
sensor.synthetic_power,1679.3755948580108,2024-01-16 06:00:00
sensor.synthetic_power,1596.4643896140908,2024-01-16 07:00:00
sensor.synthetic_power,1667.8574590793125,2024-01-16 08:00:00
sensor.synthetic_power,1679.983126466737,2024-01-16 09:00:00
sensor.synthetic_power,1539.139076569323,2024-01-16 10:00:00
sensor.synthetic_power,1573.2733115153148,2024-01-16 11:00:00
sensor.synthetic_power,1560.7960503355257,2024-01-16 12:00:00
sensor.synthetic_power,1455.0931202851993,2024-01-16 13:00:00
sensor.synthetic_power,1406.8497607525,2024-01-16 14:00:00
sensor.synthetic_power,1282.6661569162156,2024-01-16 15:00:00
sensor.synthetic_power,1270.9849294286214,2024-01-16 16:00:00
sensor.synthetic_power,1257.399749190829,2024-01-16 17:00:00
sensor.synthetic_power,1303.6295569569902,2024-01-16 18:00:00
sensor.synthetic_power,1357.8596816375675,2024-01-16 19:00:00
sensor.synthetic_power,1339.146806785533,2024-01-16 20:00:00
sensor.synthetic_power,1342.4729329082545,2024-01-16 21:00:00
sensor.synthetic_power,1482.0712961528245,2024-01-16 22:00:00
sensor.synthetic_power,1509.559811571544,2024-01-16 23:00:00
sensor.synthetic_power,1478.676123338711,2024-01-17 00:00:00
sensor.synthetic_power,1606.211443903648,2024-01-17 01:00:00
sensor.synthetic_power,1542.3224381963587,2024-01-17 02:00:00
sensor.synthetic_power,1588.5174870555327,2024-01-17 03:00:00
sensor.synthetic_power,1722.8124626667354,2024-01-17 04:00:00
sensor.synthetic_power,1735.7419111528502,2024-01-17 05:00:00
sensor.synthetic_power,1738.1835361550059,2024-01-17 06:00:00
sensor.synthetic_power,1676.4547848523414,2024-01-17 07:00:00
sensor.synthetic_power,1714.4150501406668,2024-01-17 08:00:00
sensor.synthetic_power,1576.055062245863,2024-01-17 09:00:00
sensor.synthetic_power,1585.0188142313093,2024-01-17 10:00:00
sensor.synthetic_power,1428.3834350387751,2024-01-17 11:00:00
sensor.synthetic_power,1529.88326333701,2024-01-17 12:00:00
sensor.synthetic_power,1518.6598513749502,2024-01-17 13:00:00
sensor.synthetic_power,1390.1157538068387,2024-01-17 14:00:00
sensor.synthetic_power,1349.221023512454,2024-01-17 15:00:00
sensor.synthetic_power,1333.3693538132632,2024-01-17 16:00:00
sensor.synthetic_power,1344.6912490081902,2024-01-17 17:00:00
sensor.synthetic_power,1264.042845359104,2024-01-17 18:00:00
sensor.synthetic_power,1274.8185601065572,2024-01-17 19:00:00
sensor.synthetic_power,1312.941286202024,2024-01-17 20:00:00
sensor.synthetic_power,1284.0919724883488,2024-01-17 21:00:00
sensor.synthetic_power,1480.9903143049517,2024-01-17 22:00:00
sensor.synthetic_power,1527.0498993487895,2024-01-17 23:00:00
sensor.synthetic_power,1549.9279310358138,2024-01-18 00:00:00
sensor.synthetic_power,1522.799629773981,2024-01-18 01:00:00
sensor.synthetic_power,1607.0900893339704,2024-01-18 02:00:00
sensor.synthetic_power,1583.5390924801243,2024-01-18 03:00:00
sensor.synthetic_power,1657.8042902507277,2024-01-18 04:00:00
sensor.synthetic_power,1729.6020150759011,2024-01-18 05:00:00
sensor.synthetic_power,1657.3454011952842,2024-01-18 06:00:00
sensor.synthetic_power,1699.9177511545058,2024-01-18 07:00:00
sensor.synthetic_power,1698.6045679937158,2024-01-18 08:00:00
sensor.synthetic_power,1649.5657610392502,2024-01-18 09:00:00
sensor.synthetic_power,1607.2042419608176,2024-01-18 10:00:00
sensor.synthetic_power,1619.7623855549527,2024-01-18 11:00:00
sensor.synthetic_power,1483.2623652248808,2024-01-18 12:00:00
sensor.synthetic_power,1425.796050369087,2024-01-18 13:00:00
sensor.synthetic_power,1366.0659780087456,2024-01-18 14:00:00
sensor.synthetic_power,1384.6457138650767,2024-01-18 15:00:00
sensor.synthetic_power,1385.5294609483242,2024-01-18 16:00:00
sensor.synthetic_power,1220.7483293096482,2024-01-18 17:00:00
